Disaster_ID,Disaster_Type,Location,Magnitude,Date,Fatalities,Economic_Loss_in_Million_$,Buildings collapsed,probability
102,Hurricane,Brazil,4.967642141,2005,0,723,N/A,N/A
103,Tornado,Brazil,6.151683173,2013,1,422,N/A,N/A
104,Flood,Japan,2.58115141,2013,2,377,N/A,N/A
105,Tornado,Brazil,4.369512173,2011,0,301,N/A,N/A
106,Earthquake,Brazil,3.417881108,2004,1,534,N/A,N/A
107,Flood,Indonesia,1.878550149,2000,2,118,N/A,N/A
108,Tornado,USA,6.112114246,1996,0,661,N/A,N/A
109,Earthquake,Brazil,1.494427596,2018,2,308,N/A,N/A
110,Wildfire,Indonesia,4.889894059,1997,2,218,N/A,N/A
111,Flood,India,4.413747172,2010,1,599,N/A,N/A
112,Hurricane,India,5.866977795,1990,2,673,N/A,N/A
113,Tornado,China,3.616343003,2014,2,483,N/A,N/A
114,Earthquake,Brazil,2.715763035,2019,1,550,N/A,N/A
115,Earthquake,India,6.199933701,2004,2,1241,N/A,N/A
116,Wildfire,India,7.392052826,1991,5,573,N/A,N/A
117,Hurricane,China,4.351117748,2000,0,960,N/A,N/A
118,Flood,Indonesia,1.649264206,2000,1,116,N/A,N/A
119,Hurricane,China,7.090734097,2014,25,1836,N/A,N/A
120,Hurricane,China,7.815379429,2005,1,2051,N/A,N/A
121,Earthquake,Japan,5.895409109,2019,0,1401,N/A,N/A
122,Wildfire,Japan,6.714231048,2010,1,648,N/A,N/A
123,Earthquake,Indonesia,3.238350391,2001,2,310,N/A,N/A
124,Flood,Indonesia,6.598528625,2017,1,626,N/A,N/A
125,Wildfire,India,3.109969757,2014,2,357,N/A,N/A
126,Tornado,USA,4.336670703,2018,0,706,N/A,N/A
127,Tornado,USA,2.896443588,2012,1,440,N/A,N/A
128,Flood,Japan,7.194981714,2003,0,773,N/A,N/A
129,Earthquake,Indonesia,5.97245608,2008,1,664,N/A,N/A
130,Wildfire,India,5.363252162,2012,0,573,N/A,N/A
131,Tornado,Japan,1.59187462,2016,0,146,N/A,N/A
132,Earthquake,Brazil,0.936492586,2012,1,165,N/A,N/A
133,Hurricane,Brazil,8.506991021,1996,34,1014,N/A,N/A
134,Hurricane,USA,9.944052221,2013,34,3388,N/A,N/A
135,Tornado,Indonesia,5.974414315,1999,2,240,N/A,N/A
136,Hurricane,China,4.317610561,1994,2,876,N/A,N/A
137,Hurricane,India,5.01268453,1990,2,690,N/A,N/A
138,Earthquake,Indonesia,6.332977374,2003,1,643,N/A,N/A
139,Tornado,India,9.092846025,2003,29,717,N/A,N/A
140,Wildfire,India,5.322664735,1990,0,360,N/A,N/A
141,Tornado,Japan,8.545265981,1991,0,446,N/A,N/A
142,Tornado,USA,8.183347026,2000,36,916,N/A,N/A
143,Wildfire,Japan,1.561752193,2007,0,164,N/A,N/A
144,Earthquake,China,4.734293038,2003,0,1258,N/A,N/A
145,Wildfire,Japan,9.482560098,2000,22,842,N/A,N/A
146,Flood,India,9.424886163,1997,34,1062,N/A,N/A
147,Earthquake,Indonesia,3.130897561,1992,1,268,N/A,N/A
148,Earthquake,Brazil,5.941498077,1998,2,847,N/A,N/A
149,Flood,India,1.553406469,1992,2,144,N/A,N/A
150,Earthquake,China,1.129657974,1991,1,211,N/A,N/A
151,Hurricane,India,1.395693572,2014,3,293,N/A,N/A
152,Hurricane,India,6.268774984,2001,3,1055,N/A,N/A
153,Tornado,USA,8.955033759,1997,0,1035,N/A,N/A
154,Tornado,India,9.764176848,2000,1,747,N/A,N/A
155,Hurricane,Japan,8.461211961,2013,1,1636,N/A,N/A
156,Earthquake,USA,6.865418838,2015,1,2615,N/A,N/A
157,Earthquake,USA,6.082099518,2007,0,1965,N/A,N/A
158,Earthquake,Brazil,2.644492409,2018,0,467,N/A,N/A
159,Flood,USA,2.665280053,1995,0,490,N/A,N/A
160,Earthquake,Japan,4.32953196,2008,1,841,N/A,N/A
161,Wildfire,China,9.335068698,2015,0,1548,N/A,N/A
162,Wildfire,Japan,9.105501635,1999,1,740,N/A,N/A
163,Tornado,Brazil,6.932206023,1990,1,303,N/A,N/A
164,Tornado,Japan,7.792206024,2002,34,479,N/A,N/A
165,Flood,Indonesia,6.672606243,2004,2,496,N/A,N/A
166,Tornado,India,8.278736153,1994,38,513,N/A,N/A
167,Flood,Indonesia,9.862703245,2015,36,868,N/A,N/A
168,Earthquake,Brazil,2.476278232,2004,1,354,N/A,N/A
169,Earthquake,China,5.591478104,2016,1,1606,N/A,N/A
170,Earthquake,Indonesia,4.308967136,2013,2,577,N/A,N/A
171,Earthquake,USA,2.364388463,2012,0,921,N/A,N/A
172,Hurricane,Indonesia,9.86704944,2003,37,882,N/A,N/A
173,Wildfire,China,1.85227163,1992,0,181,N/A,N/A
174,Wildfire,USA,8.936016698,2019,20,1838,N/A,N/A
175,Wildfire,Indonesia,5.834604953,2013,2,370,N/A,N/A
176,Hurricane,India,3.897715147,2005,3,708,N/A,N/A
177,Earthquake,China,2.472395385,2009,2,719,N/A,N/A
178,Wildfire,Japan,1.362883325,2004,0,120,N/A,N/A
179,Wildfire,Japan,9.642785884,1992,26,593,N/A,N/A
180,Earthquake,China,4.233358299,2002,1,954,N/A,N/A
181,Wildfire,Brazil,8.939447314,2004,1,709,N/A,N/A
182,Hurricane,India,2.832463833,1992,3,390,N/A,N/A
183,Flood,Indonesia,1.09243873,1994,2,65,N/A,N/A
184,Wildfire,India,3.893871172,1990,1,254,N/A,N/A
185,Earthquake,China,2.503301641,2015,1,741,N/A,N/A
186,Wildfire,China,4.611468981,2010,2,680,N/A,N/A
187,Wildfire,India,3.574667436,1996,1,318,N/A,N/A
188,Earthquake,China,3.43908838,1994,3,659,N/A,N/A
189,Earthquake,Indonesia,3.005363638,1999,2,263,N/A,N/A
190,Earthquake,Indonesia,2.287888218,1994,2,178,N/A,N/A
191,Wildfire,India,2.758619154,1999,2,267,N/A,N/A
192,Tornado,China,8.620624649,1998,3,777,N/A,N/A
193,Tornado,Brazil,6.529288229,2008,1,408,N/A,N/A
194,Hurricane,USA,1.668435742,2006,0,493,N/A,N/A
195,Hurricane,USA,5.092158793,1995,2,1134,N/A,N/A
196,Wildfire,Indonesia,4.720709503,2000,2,268,N/A,N/A
197,Hurricane,Brazil,1.023622691,2010,0,156,N/A,N/A
198,Hurricane,China,7.856827118,1999,0,1585,N/A,N/A
199,Flood,Brazil,4.067840527,2016,3,480,N/A,N/A
200,Wildfire,China,1.235975766,2012,1,181,N/A,N/A
201,Wildfire,India,4.805046716,2007,3,566,N/A,N/A
202,Tornado,China,7.032935428,1992,27,555,N/A,N/A
203,Tornado,Brazil,1.731471705,2005,0,97,N/A,N/A
204,Wildfire,USA,2.457790418,2006,0,393,N/A,N/A
205,Hurricane,Brazil,8.950893369,2013,31,1355,N/A,N/A
206,Tornado,Brazil,2.644963294,2017,1,179,N/A,N/A
207,Flood,Japan,2.885226068,1991,1,230,N/A,N/A
208,Hurricane,India,4.724378356,2002,3,804,N/A,N/A
209,Wildfire,India,9.78541214,2003,1,1053,N/A,N/A
210,Flood,USA,7.95324485,2017,1,1956,N/A,N/A
211,Earthquake,Indonesia,2.11357543,2001,2,210,N/A,N/A
212,Tornado,Brazil,7.779694769,2005,1,490,N/A,N/A
213,Flood,China,5.453182284,2002,3,940,N/A,N/A
214,Wildfire,Indonesia,4.537878889,2003,2,241,N/A,N/A
215,Tornado,Japan,4.144200423,2010,1,302,N/A,N/A
216,Hurricane,USA,4.20667823,2001,1,1268,N/A,N/A
217,Tornado,USA,9.214580304,1998,34,988,N/A,N/A
218,Tornado,Brazil,9.022133069,1990,0,356,N/A,N/A
219,Flood,Indonesia,8.684174778,1995,0,533,N/A,N/A
220,Tornado,Japan,3.802773098,1996,0,208,N/A,N/A
221,Flood,Indonesia,9.784831187,2003,1,705,N/A,N/A
222,Hurricane,India,4.313378405,2004,4,793,N/A,N/A
223,Tornado,India,2.493311566,1997,2,166,N/A,N/A
224,Hurricane,China,8.285457533,2000,0,1887,N/A,N/A
225,Tornado,Brazil,6.650050175,2001,0,401,N/A,N/A
226,Wildfire,Japan,9.926282754,1991,26,606,N/A,N/A
227,Flood,Japan,2.518336907,1991,0,210,N/A,N/A
228,Hurricane,China,9.309457237,2018,1,2936,N/A,N/A
229,Hurricane,China,6.957206869,2013,3,1941,N/A,N/A
230,Tornado,India,6.69381489,2007,4,519,N/A,N/A
231,Wildfire,India,5.829037785,2002,1,601,N/A,N/A
232,Tornado,China,8.056837512,2008,0,970,N/A,N/A
233,Earthquake,Brazil,5.221771563,1993,3,560,N/A,N/A
234,Flood,USA,6.820133549,1993,0,1200,N/A,N/A
235,Hurricane,China,1.457647939,1994,1,269,N/A,N/A
236,Flood,Indonesia,6.388456515,2013,1,553,N/A,N/A
237,Flood,Brazil,3.739268868,1993,1,258,N/A,N/A
238,Hurricane,India,1.51810459,1995,3,213,N/A,N/A
239,Hurricane,Indonesia,7.201770315,2001,29,696,N/A,N/A
240,Earthquake,Brazil,2.311923714,2002,0,341,N/A,N/A
241,Tornado,Indonesia,7.763969804,1990,22,239,N/A,N/A
242,Hurricane,China,6.924544296,2000,1,1460,N/A,N/A
243,Earthquake,USA,6.874690046,2006,2,2110,N/A,N/A
244,Hurricane,Japan,5.389432375,1991,0,592,N/A,N/A
245,Hurricane,USA,6.467004182,2017,1,2429,N/A,N/A
246,Earthquake,USA,2.217847624,2015,0,816,N/A,N/A
247,Flood,India,7.108076475,1995,34,722,N/A,N/A
248,Earthquake,India,6.657674029,2019,1,1771,N/A,N/A
249,Flood,India,1.771699164,2005,0,229,N/A,N/A
250,Flood,China,7.152689432,2015,1,1518,N/A,N/A
251,Hurricane,USA,7.479281542,1996,0,1935,N/A,N/A
252,Wildfire,Japan,3.544704547,1992,0,235,N/A,N/A
253,Tornado,USA,9.866386973,2001,35,1077,N/A,N/A
254,Hurricane,Brazil,3.64191451,1995,0,388,N/A,N/A
255,Earthquake,Indonesia,6.940861713,2009,4,770,N/A,N/A
256,Flood,Indonesia,2.9242987,2019,1,293,N/A,N/A
257,Earthquake,India,6.24715211,1995,2,906,N/A,N/A
258,Hurricane,USA,2.456683145,1996,1,636,N/A,N/A
259,Tornado,China,9.523129873,2011,29,1024,N/A,N/A
260,Tornado,China,9.275046951,2013,3,1034,N/A,N/A
261,Wildfire,USA,6.784152193,2010,0,1344,N/A,N/A
262,Tornado,Brazil,7.685493715,2010,1,546,N/A,N/A
263,Tornado,Japan,7.081054198,2000,34,466,N/A,N/A
264,Flood,India,4.018108174,2004,0,545,N/A,N/A
265,Hurricane,India,8.047145257,2011,35,1525,N/A,N/A
266,Earthquake,Japan,1.769170374,1997,0,274,N/A,N/A
267,Wildfire,India,4.951227462,1996,3,415,N/A,N/A
268,Tornado,Brazil,6.258656155,1995,1,278,N/A,N/A
269,Earthquake,Indonesia,4.435589227,2017,1,583,N/A,N/A
270,Wildfire,USA,5.512470279,2000,1,852,N/A,N/A
271,Earthquake,India,3.933502699,2002,2,687,N/A,N/A
272,Flood,Brazil,9.011597439,1990,1,692,N/A,N/A
273,Flood,USA,3.628084191,2019,1,1040,N/A,N/A
274,Earthquake,USA,5.599774028,2018,1,2467,N/A,N/A
275,Earthquake,Japan,4.115071298,1997,1,609,N/A,N/A
276,Flood,Japan,5.378543232,1993,2,486,N/A,N/A
277,Hurricane,USA,7.098348964,1990,38,1627,N/A,N/A
278,Flood,Japan,1.815915543,1991,0,149,N/A,N/A
279,Tornado,Brazil,2.071351942,2012,1,158,N/A,N/A
280,Hurricane,China,4.176928419,1990,2,743,N/A,N/A
281,Flood,Indonesia,1.462074698,2016,5,125,N/A,N/A
282,Wildfire,China,5.059580424,2014,0,850,N/A,N/A
283,Earthquake,Indonesia,3.659763614,2016,1,524,N/A,N/A
284,Flood,India,1.911391967,1995,0,214,N/A,N/A
285,Hurricane,Japan,1.569483868,1992,0,178,N/A,N/A
286,Hurricane,USA,6.644512163,2015,0,2527,N/A,N/A
287,Flood,USA,9.668984194,2002,0,1793,N/A,N/A
288,Earthquake,Brazil,1.158398314,2016,0,210,N/A,N/A
289,Earthquake,China,6.615139833,2013,0,2054,N/A,N/A
290,Flood,Indonesia,4.213554801,1994,2,234,N/A,N/A
291,Hurricane,Brazil,4.657979495,2018,1,782,N/A,N/A
292,Tornado,Brazil,5.700962431,2007,0,336,N/A,N/A
293,Earthquake,Indonesia,1.845790297,1994,1,143,N/A,N/A
294,Flood,China,5.447698195,2002,0,832,N/A,N/A
295,Tornado,Indonesia,5.716667942,2015,5,290,N/A,N/A
296,Tornado,Brazil,5.190270535,2015,1,377,N/A,N/A
297,Hurricane,USA,6.841813494,2016,0,2494,N/A,N/A
298,Hurricane,India,7.173168032,1991,29,854,N/A,N/A
299,Hurricane,Brazil,3.038271292,2017,0,517,N/A,N/A
300,Wildfire,India,9.898941416,1998,23,930,N/A,N/A
301,Tornado,USA,1.027125412,2009,1,140,N/A,N/A
302,Earthquake,India,2.325961279,2003,4,416,N/A,N/A
303,Earthquake,USA,6.815979867,2019,1,2616,N/A,N/A
304,Tornado,Brazil,9.680914119,2015,23,699,N/A,N/A
305,Tornado,India,7.588165765,2006,5,563,N/A,N/A
306,Flood,Brazil,1.117475685,1997,1,99,N/A,N/A
307,Wildfire,India,6.104071512,1997,1,481,N/A,N/A
308,Wildfire,Japan,1.66318636,2001,1,148,N/A,N/A
309,Tornado,Japan,7.603265141,1996,0,460,N/A,N/A
310,Earthquake,Japan,4.8008743,1994,2,580,N/A,N/A
311,Flood,Indonesia,5.5043876,2005,2,424,N/A,N/A
312,Wildfire,USA,7.559112966,2015,28,1451,N/A,N/A
313,Wildfire,USA,8.922218897,2000,0,1447,N/A,N/A
314,Tornado,Brazil,6.533785407,1992,0,311,N/A,N/A
315,Wildfire,Brazil,5.507404138,2001,1,442,N/A,N/A
316,Flood,Brazil,7.889365127,2016,37,1013,N/A,N/A
317,Flood,India,1.717908045,2010,2,226,N/A,N/A
318,Flood,Japan,7.836373033,2012,37,1123,N/A,N/A
319,Tornado,China,6.749098498,2014,1,795,N/A,N/A
320,Earthquake,USA,6.200176019,2004,1,2037,N/A,N/A
321,Tornado,China,1.804498371,2011,1,228,N/A,N/A
322,Wildfire,India,7.015125872,2010,1,881,N/A,N/A
323,Flood,China,5.79539089,1996,1,832,N/A,N/A
324,Tornado,Brazil,3.177527394,2014,1,234,N/A,N/A
325,Flood,India,3.837521319,1999,2,416,N/A,N/A
326,Flood,Brazil,3.957383464,1993,1,281,N/A,N/A
327,Flood,Japan,4.802806532,1998,0,467,N/A,N/A
328,Flood,Indonesia,6.113599595,1998,1,369,N/A,N/A
329,Hurricane,Japan,1.137587467,2014,0,212,N/A,N/A
330,Tornado,India,4.93720604,2000,0,357,N/A,N/A
331,Tornado,Indonesia,3.263584959,1992,1,98,N/A,N/A
332,Earthquake,China,1.050994483,2015,1,298,N/A,N/A
333,Flood,Indonesia,7.306765472,1994,39,447,N/A,N/A
334,Wildfire,Japan,3.175125692,2017,0,328,N/A,N/A
335,Flood,India,5.41642832,1994,2,560,N/A,N/A
336,Flood,Indonesia,9.987078422,2011,3,785,N/A,N/A
337,Wildfire,Indonesia,1.570295086,2017,2,124,N/A,N/A
338,Wildfire,Japan,2.264408211,2012,0,249,N/A,N/A
339,Wildfire,Japan,6.912911536,2005,0,649,N/A,N/A
340,Flood,Brazil,6.72691763,2016,2,844,N/A,N/A
341,Hurricane,USA,2.860352853,2012,0,911,N/A,N/A
342,Wildfire,China,1.940365678,2015,0,300,N/A,N/A
343,Wildfire,USA,3.826550104,2006,0,650,N/A,N/A
344,Earthquake,USA,6.912734468,2008,1,2202,N/A,N/A
345,Wildfire,Japan,1.997913455,2011,0,217,N/A,N/A
346,Wildfire,Japan,5.729892213,2005,2,476,N/A,N/A
347,Hurricane,India,3.076630157,1996,1,436,N/A,N/A
348,Tornado,China,2.688842695,1991,0,203,N/A,N/A
349,Tornado,Japan,9.026874754,2016,21,704,N/A,N/A
350,Tornado,Indonesia,1.749887986,2010,0,87,N/A,N/A
351,Tornado,Japan,3.28679803,1993,1,187,N/A,N/A
352,Wildfire,USA,7.910700469,1993,1,1028,N/A,N/A
353,Earthquake,Brazil,1.375180038,2019,2,265,N/A,N/A
354,Wildfire,Japan,4.59664009,1997,0,353,N/A,N/A
355,Hurricane,Japan,8.053022143,2016,2,1579,N/A,N/A
356,Flood,Indonesia,3.456698421,2019,2,309,N/A,N/A
357,Tornado,Brazil,9.13909646,1992,0,372,N/A,N/A
358,Hurricane,Japan,9.564654187,2007,1,1617,N/A,N/A
359,Tornado,India,5.681586636,1998,2,416,N/A,N/A
360,Hurricane,India,6.024111697,2017,5,1459,N/A,N/A
361,Tornado,USA,2.842984387,1993,2,301,N/A,N/A
362,Earthquake,Japan,2.024502594,2015,1,384,N/A,N/A
363,Earthquake,Japan,5.552414155,1995,0,697,N/A,N/A
364,Flood,India,7.470403502,2016,38,1260,N/A,N/A
365,Earthquake,China,0.876844141,2011,2,251,N/A,N/A
366,Hurricane,China,3.172590804,2019,1,973,N/A,N/A
367,Tornado,Japan,3.647809835,2011,0,309,N/A,N/A
368,Hurricane,Indonesia,2.964952038,1994,0,224,N/A,N/A
369,Flood,China,4.378812325,1993,2,543,N/A,N/A
370,Hurricane,USA,2.357663502,1997,1,611,N/A,N/A
371,Flood,Indonesia,2.821452154,2004,1,193,N/A,N/A
372,Earthquake,USA,6.751114127,2002,0,1947,N/A,N/A
373,Hurricane,China,5.857796462,2004,1,1413,N/A,N/A
374,Wildfire,USA,3.349985053,2009,1,594,N/A,N/A
375,Flood,Indonesia,3.125359896,1995,0,170,N/A,N/A
376,Flood,Indonesia,8.882773424,2009,26,689,N/A,N/A
377,Wildfire,India,5.998476501,2011,2,726,N/A,N/A
378,Tornado,China,4.848629492,2014,1,629,N/A,N/A
379,Flood,Brazil,7.529929371,2000,30,656,N/A,N/A
380,Flood,India,6.983376576,2002,2,831,N/A,N/A
381,Tornado,India,3.73490846,1999,0,253,N/A,N/A
382,Hurricane,India,6.85246051,2013,0,1371,N/A,N/A
383,Wildfire,Indonesia,9.185213529,2019,28,632,N/A,N/A
384,Earthquake,USA,2.123097669,2019,1,973,N/A,N/A
385,Earthquake,Brazil,3.084253688,2016,0,584,N/A,N/A
386,Wildfire,Brazil,4.414418554,2002,0,360,N/A,N/A
387,Flood,Brazil,1.342771703,2004,1,120,N/A,N/A
388,Tornado,Indonesia,7.028506315,2010,2,319,N/A,N/A
389,Flood,China,8.521532057,2014,2,1718,N/A,N/A
390,Flood,China,9.591642854,1996,1,1335,N/A,N/A
391,Hurricane,India,4.167777737,1994,1,589,N/A,N/A
392,Hurricane,USA,5.173175035,2017,1,1799,N/A,N/A
393,Flood,USA,1.656503348,2008,1,381,N/A,N/A
394,Tornado,India,7.375800749,2019,30,710,N/A,N/A
395,Tornado,USA,6.124371579,1992,1,617,N/A,N/A
396,Hurricane,India,8.457559955,1995,2,1243,N/A,N/A
397,Earthquake,China,1.828948095,2014,1,607,N/A,N/A
398,Hurricane,China,4.521426641,1993,2,763,N/A,N/A
399,Tornado,China,4.378708845,2016,0,521,N/A,N/A
400,Hurricane,Indonesia,6.152142528,1998,5,490,N/A,N/A
401,Wildfire,Brazil,9.37189343,1995,2,610,N/A,N/A
402,Tornado,Indonesia,4.551376555,2009,1,200,N/A,N/A
403,Earthquake,Japan,5.620635907,2007,1,1062,N/A,N/A
404,Tornado,China,2.046568054,1999,1,185,N/A,N/A
405,Earthquake,Brazil,0.857319408,2005,1,137,N/A,N/A
406,Flood,China,4.824429654,1992,1,592,N/A,N/A
407,Flood,Brazil,3.895437575,2011,1,482,N/A,N/A
408,Hurricane,USA,1.089242543,1999,1,309,N/A,N/A
409,Wildfire,Japan,9.218787932,2000,26,712,N/A,N/A
410,Wildfire,USA,2.64310834,2014,0,560,N/A,N/A
411,Flood,USA,5.131796693,2008,0,1090,N/A,N/A
412,Tornado,USA,7.665707727,2017,21,1188,N/A,N/A
413,Tornado,India,3.858897377,1995,2,240,N/A,N/A
414,Wildfire,China,5.884032508,1996,1,612,N/A,N/A
415,Hurricane,India,4.339837136,2006,2,800,N/A,N/A
416,Wildfire,Japan,3.946777702,2016,0,436,N/A,N/A
417,Tornado,Brazil,2.472367458,2010,2,165,N/A,N/A
418,Wildfire,USA,9.947601003,2000,29,1562,N/A,N/A
419,Earthquake,Brazil,4.244885234,2000,1,553,N/A,N/A
420,Wildfire,Indonesia,7.727364702,2019,1,560,N/A,N/A
421,Hurricane,USA,4.471286543,1995,0,1006,N/A,N/A
422,Earthquake,USA,2.728770312,1994,1,718,N/A,N/A
423,Hurricane,USA,3.251715627,2004,1,1056,N/A,N/A
424,Tornado,Brazil,8.661911355,1990,30,358,N/A,N/A
425,Earthquake,Indonesia,1.718842489,2011,2,196,N/A,N/A
426,Tornado,China,8.612892646,1992,40,718,N/A,N/A
427,Earthquake,USA,1.681713674,2000,0,488,N/A,N/A
428,Hurricane,Japan,7.874003237,2003,26,1305,N/A,N/A
429,Earthquake,Brazil,5.08921452,2015,1,974,N/A,N/A
430,Flood,Brazil,6.070682221,2016,1,808,N/A,N/A
